Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-01-04,719.4600219726562,744.489990234375,717.1900024414062,729.77001953125,48638200,0,0
2021-01-05,723.6599731445312,740.8400268554688,719.2000122070312,735.1099853515625,32245200,0,0
2021-01-06,758.489990234375,774.0,749.0999755859375,755.97998046875,44700000,0,0
2021-01-07,777.6300048828125,816.989990234375,775.2000122070312,816.0399780273438,51498900,0,0
2021-01-08,856.0,884.489990234375,838.3900146484375,880.02001953125,75055500,0,0
2021-01-11,849.4000244140625,854.4299926757812,803.6199951171875,811.1900024414062,59301600,0,0
2021-01-12,831.0,868.0,827.3400268554688,849.4400024414062,46270700,0,0
2021-01-13,852.760009765625,860.469970703125,832.0,854.4099731445312,33312500,0,0
2021-01-14,843.3900146484375,863.0,838.75,845.0,31266300,0,0
2021-01-15,852.0,859.9000244140625,819.0999755859375,826.1599731445312,38777600,0,0
2021-01-19,837.7999877929688,850.0,833.0,844.5499877929688,25367000,0,0
2021-01-20,858.739990234375,859.5,837.280029296875,850.4500122070312,25665900,0,0
2021-01-21,855.0,855.719970703125,841.4199829101562,844.989990234375,20521100,0,0
2021-01-22,834.3099975585938,848.0,828.6199951171875,846.6400146484375,20066500,0,0
2021-01-25,855.0,900.4000244140625,838.8200073242188,880.7999877929688,41173400,0,0
2021-01-26,891.3800048828125,895.9000244140625,871.5999755859375,883.0900268554688,23131600,0,0
2021-01-27,870.3499755859375,891.5,858.6599731445312,864.1599731445312,27334000,0,0
2021-01-28,820.0,848.0,801.0,835.4299926757812,26378000,0,0
2021-01-29,830.0,842.4099731445312,780.0999755859375,793.530029296875,34990800,0,0
2021-02-01,814.2899780273438,842.0,795.5599975585938,839.8099975585938,25391400,0,0
2021-02-02,844.6799926757812,880.5,842.2000122070312,872.7899780273438,24346200,0,0
2021-02-03,877.02001953125,878.0800170898438,853.0599975585938,854.6900024414062,18343500,0,0
2021-02-04,855.0,856.5,833.4199829101562,849.989990234375,15812700,0,0
2021-02-05,845.0,864.77001953125,838.969970703125,852.22998046875,18566600,0,0
2021-02-08,869.6699829101562,877.77001953125,854.75,863.4199829101562,20161700,0,0
2021-02-09,855.1199951171875,859.7999877929688,841.75,849.4600219726562,15157700,0,0
2021-02-10,843.6400146484375,844.8200073242188,800.02001953125,804.8200073242188,36216100,0,0
2021-02-11,812.4400024414062,829.8800048828125,801.72998046875,811.6599731445312,21622800,0,0
2021-02-12,801.260009765625,817.3300170898438,785.3300170898438,816.1199951171875,23768300,0,0
2021-02-16,818.0,821.0,792.4400024414062,796.219970703125,19802300,0,0
2021-02-17,779.0900268554688,799.8400268554688,762.010009765625,798.1500244140625,25996500,0,0
2021-02-18,780.9000244140625,794.6900024414062,776.27001953125,787.3800048828125,17957100,0,0
2021-02-19,795.0,796.7899780273438,777.3699951171875,781.2999877929688,18958300,0,0
2021-02-22,762.6400146484375,768.5,710.2000122070312,714.5,37269700,0,0
2021-02-23,662.1300048828125,713.6099853515625,619.0,698.8400268554688,66606900,0,0
2021-02-24,711.8499755859375,745.0,694.1699829101562,742.02001953125,36767000,0,0
2021-02-25,726.1500244140625,737.2100219726562,670.5800170898438,682.219970703125,39023900,0,0
